legislador,clave,legislador_id,camara,distrito,bloque,bloque_norm,desde,hasta,bloque_linaje,fuente,nota
"CAMAÑO, Graciela",CAMANO GRACIELA,leg:2d8bae3dda77,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"CAMBARERI, Fortunato Rafael",CAMBARERI FORTUNATO RAFAEL,leg:74829f16e6c3,diputados,Chubut,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CANTEROS, Gustavo Jesús Adolfo",ADOLFO CANTEROS GUSTAVO JESUS,leg:12af1d4bc073,diputados,Corrientes,Frente Proyecto Corrientes,FRENTE PROYECTO CORRIENTES,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CANTINI, Guillermo Marcelo",CANTINI GUILLERMO MARCELO,leg:a7ff092523ca,diputados,Cdad.Aut.Bs.As.,Unión por Argentina,UNION POR ARGENTINA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CANTOS, José María",CANTOS JOSE MARIA,leg:a1b44ce16369,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CAPPELLERI, Pascual",CAPPELLERI PASCUAL,leg:6c9049056df9,diputados,Buenos Aires,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CARBONETTO, Daniel",CARBONETTO DANIEL,leg:2bc7582bd7dc,diputados,Buenos Aires,M.M.T.A.,M.M.T.A.,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CASANOVAS, Jorge Osvaldo",CASANOVAS JORGE OSVALDO,leg:64b6717ab86b,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CASERIO, Carlos Alberto",ALBERTO CARLOS CASERIO,leg:6a775690ac56,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CASSESE, Marina",CASSESE MARINA,leg:ea5f69ad4f4b,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"CASTRO, Alicia Amalia",ALICIA AMALIA CASTRO,leg:203139bb84f4,diputados,Buenos Aires,Frente para el Cambio,FRENTE PARA EL CAMBIO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CECCO, Carlos Jaime",CARLOS CECCO JAIME,leg:92bf3498a38c,diputados,Entre Ríos,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CEREZO, Octavio Néstor",CEREZO NESTOR OCTAVIO,leg:3f91ba332f7a,diputados,Catamarca,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CETTOUR, Hugo Ramón",CETTOUR HUGO RAMON,leg:87f440be35a6,diputados,Entre Ríos,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CHAYA, María Lelia",CHAYA LELIA MARIA,leg:0124335cb4af,diputados,Salta,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CHIACCHIO, Nora Alicia",ALICIA CHIACCHIO NORA,leg:69bb121ee84d,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"CHIRONI, Fernando Gustavo",CHIRONI FERNANDO GUSTAVO,leg:d9a240480f63,diputados,Rio Negro,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CIGOGNA, Luis Francisco Jorge",CIGOGNA FRANCISCO JORGE LUIS,leg:7d492c3a963e,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CISTERNA, Victor Hugo",CISTERNA HUGO VICTOR,leg:9990dfe79ebb,diputados,Chubut,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CITTADINI, Stella",CITTADINI STELLA,leg:4dc62d6072a5,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"COMELLI, Alicia Marcela",ALICIA COMELLI MARCELA,leg:a97b406bf103,diputados,Neuquén,Movimiento Popular Neuquino,MOVIMIENTO POPULAR NEUQUINO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CONTE GRAND, Gerardo Amadeo",AMADEO CONTE GERARDO GRAND,leg:e8259d5d7ce3,diputados,Cdad.Aut.Bs.As.,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CORDOBA, Stella Maris",CORDOBA MARIS STELLA,leg:7599174012e5,diputados,Tucumán,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"CORREA, Juan Carlos",CARLOS CORREA JUAN,leg:1eb35c172072,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"COSTA, Roberto Raúl",COSTA RAUL ROBERTO,leg:eb3806e7d600,diputados,Buenos Aires,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"COTO, Alberto Agustín",AGUSTIN ALBERTO COTO,leg:edbc9113c8ae,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DAHER, Zulema Beatriz",BEATRIZ DAHER ZULEMA,leg:7eaf28fdd7b3,diputados,Salta,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DAMIANI, Hernán Norberto Luis",DAMIANI HERNAN LUIS NORBERTO,leg:e02284d5a7dc,diputados,Misiones,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DAUD, Jorge Carlos",CARLOS DAUD JORGE,leg:e8479cf65fc1,diputados,Entre Ríos,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DAZA, Héctor Rubén",DAZA HECTOR RUBEN,leg:2c64bf85fa44,diputados,Jujuy,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DE BERNARDI, Eduardo",BERNARDI EDUARDO,leg:2a9089f3ddd8,diputados,Chubut,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DE BRASI, Marta Susana",BRASI MARTA SUSANA,leg:68de03b7361e,diputados,Cdad.Aut.Bs.As.,Proyecto Social Alternativo,PROYECTO SOCIAL ALTERNATIVO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DE LA BARRERA, Guillermo",BARRERA GUILLERMO,leg:a7304ee83692,diputados,Catamarca,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DE LA ROSA, Maria Graciela",GRACIELA MARIA ROSA,leg:2c6742cce1df,diputados,Formosa,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DE NUCCIO, Fabián",FABIAN NUCCIO,leg:f389373591ea,diputados,Buenos Aires,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DELLEPIANE, Carlos Francisco",CARLOS DELLEPIANE FRANCISCO,leg:2afcb53ee567,diputados,Buenos Aires,La Argentina de los Valores,LA ARGENTINA DE LOS VALORES,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DI BENEDETTO, Gustavo Daniel",BENEDETTO DANIEL GUSTAVO,leg:124f68a410ba,diputados,Chubut,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DI LANDRO, Oscar Jorge",JORGE LANDRO OSCAR,leg:f94b045fac1f,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"DI POLLINA, Eduardo Alfredo",ALFREDO EDUARDO POLLINA,leg:709962b55bd7,diputados,Santa Fe,Partido Socialista,PARTIDO SOCIALISTA,2005-07-10,2005-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DIAZ BANCALARI, José María",BANCALARI DIAZ JOSE MARIA,leg:ad388f35ad1d,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"DIAZ, Susana Eladia",DIAZ ELADIA SUSANA,leg:5a40e2ac864d,diputados,Tucumán,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"DOGA, María Nélida",DOGA MARIA NELIDA,leg:0299b24f0f11,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"ELIZONDO, Dante",DANTE ELIZONDO,leg:67d9b86fcd13,diputados,San Juan,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"ESAIN, Daniel Martín",DANIEL ESAIN MARTIN,leg:18c2373072fd,diputados,Mendoza,Participación Ciudadana,PARTICIPACION CIUDADANA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"ESTEBAN, Silvia Graciela",ESTEBAN GRACIELA SILVIA,leg:2cf38209a96f,diputados,Santa Cruz,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FADEL, Patricia Susana",FADEL PATRICIA SUSANA,leg:e0434f518638,diputados,Mendoza,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FALU, José Ricardo",FALU JOSE RICARDO,leg:0ffa067c4615,diputados,Tucumán,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FAYAD, Victor Manuel Federico",FAYAD FEDERICO MANUEL VICTOR,leg:fc8bfa943764,diputados,Mendoza,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FELLNER, Liliana",FELLNER LILIANA,leg:8a991428b54d,diputados,Jujuy,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FERNANDEZ, Alfredo Cesar",ALFREDO CESAR FERNANDEZ,leg:fd80312788a0,diputados,Mendoza,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FERRI, Gustavo Enrique",ENRIQUE FERRI GUSTAVO,leg:2418eb2ff1f1,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-10-21,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo); fin = último voto (posible cese anticipado)
"FERRIN, María Teresa",FERRIN MARIA TERESA,leg:16e236abf905,diputados,Jujuy,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FIGUEROA, José Oscar",FIGUEROA JOSE OSCAR,leg:7c7590d4e964,diputados,Santiago del Estero,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FILOMENO, Alejandro Oscar",ALEJANDRO FILOMENO OSCAR,leg:ee65f211462c,diputados,Buenos Aires,FREPASO,FREPASO,2005-07-10,2005-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FIOL, Paulina Esther",ESTHER FIOL PAULINA,leg:b741279cfd6e,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FORESI, Irma Amelia",AMELIA FORESI IRMA,leg:fd27a3676aca,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FRANCO, Hugo Alberto",ALBERTO FRANCO HUGO,leg:75a6e3d01ab7,diputados,Buenos Aires,Frente Popular Bonaerense,FRENTE POPULAR BONAERENSE,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"FRIGERI, Rodolfo Anibal",ANIBAL FRIGERI RODOLFO,leg:fea490547345,diputados,Buenos Aires,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GALLO, Daniel Oscar",DANIEL GALLO OSCAR,leg:f5e154ec8838,diputados,Tierra del Fuego,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GARCIA, Eduardo Daniel",DANIEL EDUARDO GARCIA,leg:6dc089df8f77,diputados,Córdoba,Partido Socialista,PARTIDO SOCIALISTA,2005-07-10,2005-12-09,PROGRESISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GARCIA, Susana Rosa",GARCIA ROSA SUSANA,leg:dba1206135a4,diputados,Santa Fe,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GARIN de TULA, Lucia",GARIN LUCIA TULA,leg:ba4dd108106d,diputados,Catamarca,Frente Cívico Social,FRENTE CIVICO SOCIAL,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GARRIDO ARCEO, Jorge Antonio",ANTONIO ARCEO GARRIDO JORGE,leg:82ab407ea6d7,diputados,Buenos Aires,Frente Popular Bonaerense,FRENTE POPULAR BONAERENSE,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GIOJA, Juan Carlos",CARLOS GIOJA JUAN,leg:aa207ea41024,diputados,San Juan,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GIORGETTI, Jorge Raúl",GIORGETTI JORGE RAUL,leg:1615f2a728dd,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GODOY, Juan Carlos",CARLOS GODOY JUAN,leg:ba518bb58898,diputados,Entre Ríos,Nuevo Espacio Entrerriano,NUEVO ESPACIO ENTRERRIANO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GODOY, Ruperto Eduardo",EDUARDO GODOY RUPERTO,leg:5b42eab92533,diputados,San Juan,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GONZALEZ, Jorge Pedro",GONZALEZ JORGE PEDRO,leg:c1e3351a1f9f,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GONZALEZ, María América",AMERICA GONZALEZ MARIA,leg:c72f492e8ea2,diputados,Cdad.Aut.Bs.As.,A.R.I,A.R.I,2005-07-10,2005-12-09,COALICION CIVICA,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GONZALEZ, Oscar Felix",FELIX GONZALEZ OSCAR,leg:a6d787d5c494,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GONZALEZ, Rafael Alfredo",ALFREDO GONZALEZ RAFAEL,leg:ee7367f09a96,diputados,Chaco,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GOY, Beatriz Norma",BEATRIZ GOY NORMA,leg:1087eff0d5ae,diputados,Chaco,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GUTIERREZ, Francisco Virgilio",FRANCISCO GUTIERREZ VIRGILIO,leg:ca15d2f3ae11,diputados,Buenos Aires,Polo Social,POLO SOCIAL,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"GUTIERREZ, Julio César",CESAR GUTIERREZ JULIO,leg:415f507fa8cc,diputados,Santa Fe,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"HERRERA, Griselda Noemí",GRISELDA HERRERA NOEMI,leg:07d3120e44cd,diputados,La Rioja,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"HUMADA, Julio Cesar",CESAR HUMADA JULIO,leg:0f3227b002e3,diputados,Misiones,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"IGLESIAS, Roberto Raul",IGLESIAS RAUL ROBERTO,leg:f4082ffe2392,diputados,Mendoza,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"INGRAM, Roddy Ernesto",ERNESTO INGRAM RODDY,leg:c4bf6b539c14,diputados,Chubut,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"IRRAZABAL, Juan Manuel",IRRAZABAL JUAN MANUEL,leg:298a4f9c7ef4,diputados,Misiones,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"ISLA de SARACENI, Celia Anita",ANITA CELIA ISLA SARACENI,leg:e9c2a033a374,diputados,Misiones,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"JALIL, Luis Julián",JALIL JULIAN LUIS,leg:7fd101afd9fc,diputados,Neuquén,Movimiento Popular Neuquino,MOVIMIENTO POPULAR NEUQUINO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"JANO, Ricardo Javier",JANO JAVIER RICARDO,leg:20939e02fb84,diputados,Buenos Aires,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"JAROSLAVSKY, Gracia Maria",GRACIA JAROSLAVSKY MARIA,leg:7a9f470f20ee,diputados,Entre Ríos,Unión Cívica Radical,UCR,2005-07-10,2005-12-09,RADICALISMO,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"JARQUE, Margarita Ofelia",JARQUE MARGARITA OFELIA,leg:d22060e9206f,diputados,Buenos Aires,Encuentro,ENCUENTRO,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"JEREZ, Esteban Eduardo",EDUARDO ESTEBAN JEREZ,leg:f2b0fb0e94dc,diputados,Tucumán,Recrear -- Tucumán,RECREAR -- TUCUMAN,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"JEREZ, Eusebia Antonia",ANTONIA EUSEBIA JEREZ,leg:0951b6bc9141,diputados,Tucumán,Fuerza Republicana,FUERZA REPUBLICANA,2005-07-10,2005-12-09,OTRO / PROVINCIAL,derivado:canonica,mandato inferido de 26 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"JOHNSON, Guillermo",GUILLERMO JOHNSON,leg:3409e7c7413a,diputados,Córdoba,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"KUNEY, Mónica Adriana",ADRIANA KUNEY MONICA,leg:cf1230ea84b6,diputados,Santa Cruz,Justicialista,JUSTICIALISTA,2005-07-10,2005-12-09,FdT-UxP (kirchnerismo),derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
"L'HUILLIER, José Guillermo",GUILLERMO HUILLIER JOSE,leg:434d38f63020,diputados,San Luis,Frente del Movimiento Popular,FRENTE DEL MOVIMIENTO POPULAR,2005-07-10,2005-12-09,PERONISMO FEDERAL,derivado:canonica,mandato inferido de 21 voto(s) en el período 2003-2005; inicio = primer voto (posible reemplazo)
